Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Inclinación pelvis (Normal):YInf,Inclinación pelvis (Normal):YSup,Oblicuidad pelvis (Normal):YInf,Oblicuidad pelvis (Normal):YSup,Rotación pelvis (Normal):YInf,Rotación pelvis (Normal):YSup,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Flexo-extensión cadera derecha (Normal):YInf,Flexo-extensión cadera derecha (Normal):YSup,Flexo-extensión cadera izquierda (Normal):YInf,Flexo-extensión cadera izquierda (Normal):YSup,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Aducción-abducción cadera derecha (Normal):YInf,Aducción-abducción cadera derecha (Normal):YSup,Aducción-abducción cadera izquierda (Normal):YInf,Aducción-abducción cadera izquierda (Normal):YSup,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Flexo-extensión rodilla derecha (Normal):YInf,Flexo-extensión rodilla derecha (Normal):YSup,Flexo-extensión rodilla izquierda (Normal):YInf,Flexo-extensión rodilla izquierda (Normal):YSup,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Abducción-aducción rodilla derecha (Normal):YInf,Abducción-aducción rodilla derecha (Normal):YSup,Abducción-aducción rodilla izquierda (Normal):YInf,Abducción-aducción rodilla izquierda (Normal):YSup,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y,Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y,Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y
27.4225,17.8538,-4.51704,9.02969,5.253,12.067,0.165,4.283,,,27.4225,39.746,5.91681,2.989,14.969,,,27.4225,-1.53829,6.17805,4.806,10.834,,,27.4225,-3.48708,0.376442,27.4225,7.25039,28.2874,4.955,17.687,,,27.4225,-9.82785,-3.83532,-4.191,-0.135,,,27.4225,10.0045,-3.02128,27.4225,-21.9359,-21.289,-70.5712,27.4225,-6.34842,58.6153,27.4225,1.12616,-5.22916,27.4225,-64.1902,17.8988,27.4225,118.757,347.035,27.4225,-15.6759,-71.3373,27.4225,-151.339,-165.479,27.4225,-850.148,1362.38,80.8212,27.4225,-82.2093,-56.6957,27.4225,1632.82,-315.652,27.4225,-2906.29,-588.447,27.4225,5342.09,1314.61,27.4225,-1367.19,345.732,27.4225,-3723.17,63.9061
27.4325,17.5706,-4.64983,8.32337,,,,,9.789,0.157,27.4325,39.6538,6.4634,,,-12.425,-1.661,27.4325,-1.43361,6.10621,,,-5.346,-0.37,27.4325,-2.64653,0.211512,27.4325,8.72215,31.8087,,,29.854,45.708,27.4325,-10.0632,-4.51842,,,-6.181,4.969,27.4325,9.95928,-3.65085,27.4325,-34.6738,-4.25196,-70.1452,27.4325,-12.9957,50.0581,27.4325,21.5247,-9.91299,27.4325,-101.556,15.8365,27.4325,171.53,353.471,27.4325,-29.3495,-64.5657,27.4325,-306.97,-113.079,27.4325,-774.894,1477.27,179.52,27.4325,-176.692,-61.7235,27.4325,1766.51,-449.381,27.4325,-2724.74,-486.681,27.4325,4705.78,684.665,27.4325,-1190.41,496.076,27.4325,-3595.13,158.476
27.4425,17.1603,-4.60207,7.62678,5.411,12.053,-0.391,3.701,,,27.4425,39.4861,6.91797,0.196,12.2,,,27.4425,-1.10779,5.97979,4.412,10.264,,,27.4425,-1.45597,0.0597131,27.4425,10.681,35.3568,3.179,15.809,,,27.4425,-10.4148,-5.12663,-4.318,0.0420001,,,27.4425,9.57914,-4.27803,27.4425,-46.854,14.3072,-68.6121,27.4425,-21.0121,41.1052,27.4425,44.7832,-15.9728,27.4425,-133.304,14.9524,27.4425,215.546,352.717,27.4425,-38.7701,-56.7096,27.4425,-475.037,-62.2646,27.4425,-646.077,1515.88,261.453,27.4425,-265.108,30.9231,27.4425,1823.48,-557.328,27.4425,-2396.06,-370.673,27.4425,3950.34,73.3047,27.4425,-944.124,615.226,27.4425,-3317.15,249.784
27.4525,16.6335,-4.36369,6.95113,5.488,11.968,-0.795,3.285,9.195,-0.039,27.4525,39.2336,7.2855,-2.585,9.363,-9.157,2.587,27.4525,-0.53794,5.78675,4.063,9.847,-5.999,-1.273,27.4525,0.0195605,-0.0875369,27.4525,13.0331,38.8631,1.619,13.929,36.919,52.989,27.4525,-10.8386,-5.65261,-4.289,0.295,-6.456,5.662,27.4525,8.9221,-4.89137,27.4525,-57.4273,33.294,-65.9724,27.4525,-29.5086,33.594,27.4525,69.5385,-23.0419,27.4525,-158.083,14.5954,27.4525,249.776,345.547,27.4525,-43.8887,-48.4631,27.4525,-347.29,-42.8684,27.4525,-469.251,1474.9,323.194,27.4525,-342.991,213.7,27.4525,1794.87,-634.351,27.4525,-1943.78,-245.651,27.4525,3107.28,-504.366,27.4525,-645.24,701.095,27.4525,-2909.11,336.529
27.4625,16.0117,-3.9362,6.30733,,,,,,,27.4625,38.896,7.58985,,,,,27.4625,0.282975,5.51895,,,,,27.4625,1.70569,-0.232194,27.4625,15.6765,42.2678,,,,,27.4625,-11.2926,-6.09589,,,,,27.4625,8.03804,-5.47982,27.4625,-65.3317,51.5315,-62.2964,27.4625,-37.6194,29.3672,27.4625,94.0375,-30.729,27.4625,-175.292,14.1803,27.4625,273.629,332.921,27.4625,-45.1637,-40.4637,27.4625,128.741,-34.4486,27.4625,-254.299,1355.76,361.967,27.4625,-409.424,470.754,27.4625,1677.51,-676.938,27.4625,-1399.12,-116.248,27.4625,2209.6,-1037.57,27.4625,-312.264,753.473,27.4625,-2394.68,416.707
27.4724,15.3269,-3.33306,5.7052,5.512,11.854,-1.018,3.024,8.742,-0.15,27.4724,38.4812,7.87284,-5.226,6.504,-5.294,7.34,27.4724,1.34281,5.17217,3.855,9.531,-6.378,-1.618,27.4724,3.5254,-0.371144,27.4724,18.5056,45.5215,0.278,12.142,43.911,59.169,27.4724,-11.7419,-6.46188,-4.099,0.503,-7.963,5.355,27.4724,6.96468,-6.03356,27.4724,-69.6126,67.8583,-57.7502,27.4724,-44.6676,30.0648,27.4724,116.322,-38.6365,27.4724,-184.842,13.3449,27.4724,286.927,315.865,27.4724,-43.3728,-33.1941,27.4724,644.553,-26.6552,27.4724,-14.7453,1164.67,375.976,27.4724,-466.693,779.01,27.4724,1474.32,-683.352,27.4724,-798.215,13.262,27.4724,1289.91,-1520.15,27.4724,35.9024,773.676,27.4724,-1799.8,487.71
27.4824,14.6195,-2.57903,5.15233,,,,,,,27.4824,38.0026,8.19114,,,,,27.4824,2.60942,4.74622,,,,,27.4824,5.40254,-0.499093,27.4824,21.415,48.5851,,,,,27.4824,-12.1601,-6.75978,,,,,27.4824,5.7307,-6.5441,27.4824,-69.5666,81.2249,-52.6087,27.4824,-50.2838,36.8974,27.4824,134.515,-46.3609,27.4824,-186.842,12.0444,27.4824,289.925,295.354,27.4824,-39.2945,-26.9064,27.4824,856.145,-23.0495,27.4824,233.343,912.326,364.727,27.4824,-519.481,1109.99,27.4824,1194.16,-653.666,27.4824,-179.215,138.539,27.4824,378.697,-1950.31,27.4824,380.937,764.091,27.4824,-1151.68,546.51
27.4924,13.9355,-1.70856,4.65303,5.555,11.767,-1.125,2.839,8.319,-0.237,27.4924,37.4755,8.61079,-7.615,3.755,-0.946,12.246,27.4924,4.03311,4.24495,3.729,9.197,-6.451,-1.547,27.4924,7.26225,-0.612032,27.4924,24.3041,51.4286,-0.692,10.552,49.804,63.5,27.4924,-12.5278,-7.00001,-3.782,0.628,-10.164,4.32,27.4924,4.36527,-7.00415,27.4924,-64.8908,90.7787,-47.2488,27.4924,-54.4533,50.4295,27.4924,147.149,-53.4867,27.4924,-181.395,10.5638,27.4924,283.365,272.205,27.4924,-33.3729,-21.5919,27.4924,304.945,-29.4178,27.4924,472.772,613.176,329.305,27.4924,-573.748,1432.23,27.4924,851.112,-589.701,27.4924,420.569,254.723,27.4924,-497.081,-2330.04,27.4924,705.782,727.717,27.4924,-478.133,589.928
27.5024,13.3217,-0.763456,4.20736,5.602,11.73,-1.158,2.696,,,27.5024,36.9135,9.19973,-9.807,1.135,,,27.5024,5.55241,3.67648,3.602,8.802,,,27.5024,9.03043,-0.710369,27.5024,27.0824,54.0292,-1.267,9.207,,,27.5024,-12.8275,-7.19162,-3.446,0.744,,,27.5024,2.9098,-7.40728,27.5024,-55.7984,95.931,-42.1135,27.5024,-57.4953,70.423,27.5024,153.436,-59.5918,27.5024,-168.647,9.44377,27.5024,268.462,247.008,27.5024,-25.5547,-17.0137,27.5024,-655.726,-34.9728,27.5024,686.802,284.501,272.546,27.5024,-635.459,1714.03,27.5024,463.178,-494.873,27.5024,967.363,356.086,27.5024,-1314.89,-2664.22,27.5024,995.118,667.792,27.5024,192.904,614.954
27.5124,12.8196,0.210058,3.81075,,,,,7.807,-0.411,27.5124,36.3256,10.0193,,,3.605,16.879,27.5124,7.10183,3.05312,,,-6.276,-1.17,27.5124,10.6352,-0.800908,27.5124,29.6734,56.3687,,,53.789,66.035,27.5124,-13.0389,-7.34028,,,-11.826,3.294,27.5124,1.42565,-7.74767,27.5124,-43.0485,96.407,-37.6578,27.5124,-59.9892,95.8003,27.5124,153.365,-64.2797,27.5124,-149.085,9.34189,27.5124,246.744,220.094,27.5124,-15.4224,-12.7975,27.5124,-1081.37,-19.5255,27.5124,860.726,-54.7958,199.057,27.5124,-709.321,1926.31,27.5124,50.7706,-373.949,27.5124,1433.25,435.925,27.5124,-2057.06,-2959.35,27.5124,1235.71,587.568,27.5124,833.895,619.113
27.5224,12.4607,1.16468,3.4542,5.608,11.728,-1.151,2.571,,,27.5224,35.7138,11.1157,-11.831,-1.295,,,27.5224,8.61971,2.39089,3.404,8.366,,,27.5224,12.0121,-0.897207,27.5224,32.0172,58.431,-1.393,8.265,,,27.5224,-13.136,-7.44757,-3.183,0.875,,,27.5224,-0.00702676,-8.02013,27.5224,-27.8515,92.2779,-34.2917,27.5224,-62.6648,124.766,27.5224,147.605,-67.2399,27.5224,-123.858,10.8677,27.5224,219.796,191.56,27.5224,-2.56929,-8.56392,27.5224,-724.484,-18.0046,27.5224,983.241,-385.493,115.057,27.5224,-797.72,2045.25,27.5224,-364.97,-232.739,27.5224,1797.98,486.796,27.5224,-2710.65,-3222.39,27.5224,1416.73,490.297,27.5224,1418.54,600.839
27.5324,12.2625,2.05562,3.12492,,,,,7.156,-0.678,27.5324,35.0723,12.5146,,,8.155,21.079,27.5324,10.0539,1.70832,,,-5.947,-0.667,27.5324,13.1123,-1.01826,27.5324,34.0693,60.1999,,,55.71,67.188,27.5324,-13.0902,-7.51156,,,-12.361,3.039,27.5324,-1.29919,-8.22048,27.5324,-11.6613,83.963,-32.3357,27.5324,-66.2815,155.079,27.5324,137.23,-68.3118,27.5324,-94.8793,14.425,27.5324,188.986,161.326,27.5324,13.0087,-4.06604,27.5324,-263.707,-58.5705,27.5324,1047.45,-689.348,28.0302,27.5324,-899.973,2054.35,27.5324,-763.716,-77.7527,27.5324,2050.17,501.104,27.5324,-3266.91,-3459.53,27.5324,1530.14,379.392,27.5324,1922.85,559.833
27.5424,12.2275,2.84394,2.80748,5.535,11.657,-1.113,2.487,,,27.5424,34.3881,14.2173,-13.728,-3.536,,,27.5424,11.3643,1.02465,3.148,7.89,,,27.5424,13.9097,-1.18571,27.5424,35.797,61.6576,-1.13,7.914,,,27.5424,-12.8758,-7.52889,-3.031,0.947,,,27.5424,-2.36698,-8.34644,27.5424,4.08511,72.1878,-31.9873,27.5424,-71.5134,184.391,27.5424,123.413,-67.5155,27.5424,-64.5937,20.082,27.5424,155.311,129.223,27.5424,30.7203,0.701737,27.5424,-36.0477,-91.5813,27.5424,1051.39,-950.281,-53.8019,27.5424,-1012,1945.84,27.5424,-1127.21,84.153,27.5424,2187.64,472.005,27.5424,-3720.36,-3675.13,27.5424,1571.08,258.728,27.5424,2326.52,497.352
27.5524,12.3442,3.49937,2.48517,5.385,11.471,-1.052,2.452,,,27.5524,33.642,16.2024,-15.47,-5.628,,,27.5524,12.5222,0.358011,2.837,7.395,,,27.5524,14.4042,-1.4199,27.5524,37.1755,62.7844,-0.496,8.242,,,27.5524,-12.4758,-7.49753,-2.975,0.905,,,27.5524,-3.14435,-8.39885,27.5524,18.1887,57.8954,-33.2892,27.5524,-78.8546,210.556,27.5524,107.206,-65.0272,27.5524,-35.5244,27.4816,27.5524,119.402,95.0802,27.5524,49.4565,5.45805,27.5524,196.656,-79.0077,27.5524,998.028,-1155.34,-122.136,27.5524,-1126.43,1721.26,27.5524,-1440.15,246.102,27.5524,2217.03,394.497,27.5524,-4067.68,-3870.97,27.5524,1538.21,132.98,27.5524,2614.18,416.384
27.5624,12.5912,4.00185,2.1417,,,,,6.467,-1.031,27.5624,32.811,18.4284,,,12.517,24.785,27.5624,13.5084,-0.275891,,,-5.496,-0.146,27.5624,14.6202,-1.73534,27.5624,38.185,63.5592,,,55.859,67.293,27.5624,-11.8867,-7.41973,,,-12.029,3.671,27.5624,-3.59049,-8.38312,27.5624,29.8092,42.1315,-36.0999,27.5624,-88.5645,231.834,27.5624,89.4422,-61.1093,27.5624,-9.81135,35.8166,27.5624,81.6589,58.7992,27.5624,67.85,9.67,27.5624,384.348,-22.3942,27.5624,894.726,-1295.39,-169.323,27.5624,-1233.15,1391.1,27.5624,-1690.68,401.472,27.5624,2152.48,266.538,27.5624,-4306.72,-4045.77,27.5624,1433.99,7.87339,27.5624,2776.52,321.65
27.5724,12.9404,4.342,1.76318,5.157,11.219,-1.025,2.429,,,27.5724,31.8708,20.8391,-17.036,-7.498,,,27.5724,14.311,-0.864176,2.434,6.914,,,27.5724,14.6004,-2.13623,27.5724,38.8087,63.9603,0.489,9.265,,,27.5724,-11.1188,-7.30413,-3.079,0.735,,,27.5724,-3.69095,-8.31029,27.5724,38.4848,25.9266,-40.0785,27.5724,-100.649,246.975,27.5724,70.7462,-56.0293,27.5724,11.1245,43.897,27.5724,42.441,20.3995,27.5724,84.5692,12.6669,27.5724,343.014,52.5208,27.5724,752.346,-1365.44,-189.104,27.5724,-1320.19,973.726,27.5724,-1870.55,544.101,27.5724,2013.65,89.9801,27.5724,-4435.62,-4195.08,27.5724,1264.68,-109.755,27.5724,2810.88,219.395
27.5824,13.3609,4.52038,1.34013,,,,,5.783,-1.445,27.5824,30.798,23.3679,,,16.429,28.013,27.5824,14.9234,-1.39648,,,-4.967,0.385,27.5824,14.3977,-2.61328,27.5824,39.0338,63.9672,,,54.339,66.497,27.5824,-10.1953,-7.16639,,,-11.034,4.842,27.5824,-3.45391,-8.19719,27.5824,44.0893,10.2021,-44.7013,27.5824,-114.866,255.234,27.5824,51.5787,-50.0021,27.5824,26.7325,50.314,27.5824,2.20108,-19.9577,27.5824,98.538,13.8041,27.5824,83.9134,96.867,27.5824,584.03,-1364.69,-177.263,27.5824,-1374.9,493.674,27.5824,-1974.95,668.435,27.5824,1823.3,-128.85,27.5824,-4452.29,-4311.49,27.5824,1040.07,-212.171,27.5824,2721.4,116.961
27.5924,13.8222,4.54604,0.869151,4.858,11.002,-1.097,2.339,,,27.5924,29.5734,25.9438,-18.337,-9.015,,,27.5924,15.3426,-1.86422,1.896,6.438,,,27.5924,14.0658,-3.14251,27.5924,38.8527,63.5612,1.934,11.034,,,27.5924,-9.14808,-7.02805,-3.412,0.46,,,27.5924,-2.90431,-8.06522,27.5924,46.7685,-4.28884,-49.3151,27.5924,-130.735,256.344,27.5924,32.2984,-43.1718,27.5924,37.3009,53.6684,27.5924,-38.4506,-61.9656,27.5924,109.037,12.6329,27.5924,-139.209,89.6389,27.5924,403.879,-1296.3,-132.119,27.5924,-1385.25,-20.4903,27.5924,-2002.33,769.635,27.5924,1604.65,-379.076,27.5924,-4354.39,-4385.16,27.5924,772.944,-291.26,27.5924,2518.52,22.1512
27.6024,14.2963,4.43461,0.353828,4.551,10.897,-1.281,2.101,5.117,-1.953,27.6024,28.1834,28.4948,-19.226,-10.104,19.709,30.707,27.6024,15.5693,-2.25991,1.21,5.902,-4.454,0.97,27.6024,13.6517,-3.68665,27.6024,38.2648,62.7278,3.865,13.517,51.265,64.661,27.6024,-8.01454,-6.91373,-3.904,0.138,-9.409,6.233,27.6024,-2.07852,-7.93788,27.6024,46.8697,-16.9832,-53.2188,27.6024,-147.562,250.475,27.6024,13.2264,-35.6275,27.6024,43.7764,52.8078,27.6024,-78.7537,-105.178,27.6024,115.699,9.03151,27.6024,-166.906,63.6642,27.6024,225.635,-1166.84,-54.7987,27.6024,-1341.11,-538.518,27.6024,-1954.06,843.668,27.6024,1378.96,-645.762,27.6024,-4139.58,-4404.56,27.6024,478.278,-339.322,27.6024,2218.01,-57.5505
27.6124,14.7596,4.20638,-0.195224,,,,,,,27.6124,26.6222,30.9533,,,,,27.6124,15.6071,-2.57677,,,,,27.6124,13.1903,-4.19867,27.6124,37.2777,61.4576,,,,,27.6124,-6.8341,-6.84742,,,,,27.6124,-1.02118,-7.83758,27.6124,44.8703,-27.5008,-55.7538,27.6124,-164.481,238.171,27.6124,-5.29671,-27.4364,27.6124,47.4968,47.016,27.6124,-117.831,-149.021,27.6124,118.437,3.26669,27.6124,-7.80029,50.1514,27.6124,61.5215,-985.73,50.7607,27.6124,-1235.47,-1030.82,27.6124,-1834.15,887.424,27.6124,1163.51,-910.963,27.6124,-3806.3,-4357.49,27.6124,172.288,-350.025,27.6124,1839.62,-115.804
27.6224,15.1937,3.88459,-0.761248,4.376,10.908,-1.59,1.746,4.491,-2.565,27.6224,24.8937,33.2582,-19.612,-10.644,22.357,32.899,27.6224,15.4634,-2.80864,0.433,5.259,-4.078,1.534,27.6224,12.7018,-4.62697,27.6224,35.9082,59.7474,6.275,16.775,46.852,61.622,27.6224,-5.64581,-6.8484,-4.494,-0.116,-7.459,7.601,27.6224,0.216218,-7.78224,27.6224,41.3114,-35.6195,-56.386,27.6224,-180.514,220.279,27.6224,-22.8655,-18.6784,27.6224,49.9048,36.1243,27.6224,-154.705,-192.796,27.6224,117.371,-4.01921,27.6224,169.959,35.4408,27.6224,-78.6831,-764.508,178.072,27.6224,-1065.38,-1470.6,27.6224,-1649.03,898.86,27.6224,970.308,-1155.22,27.6224,-3354.71,-4232.1,27.6224,-128.636,-319.412,27.6224,1405.57,-148.171
27.6324,15.5858,3.49399,-1.32294,,,,,,,27.6324,23.0119,35.3588,,,,,27.6324,15.1498,-2.95034,,,,,27.6324,12.1922,-4.92116,27.6324,34.1836,57.6017,,,,,27.6324,-4.48668,-6.9278,,,,,27.6324,1.57627,-7.78243,27.6324,36.7444,-41.2414,-54.7649,27.6324,-194.653,197.87,27.6324,-38.9864,-9.48101,27.6324,52.2981,20.5349,27.6324,-188.286,-235.694,27.6324,112.783,-11.8905,27.6324,264.442,4.88052,27.6324,-188.278,-516.119,318.61,27.6324,-832.559,-1835.67,27.6324,-1407.39,877.196,27.6324,805.521,-1359.37,27.6324,-2787.86,-4018.04,27.6324,-408.984,-246.774,27.6324,938.84,-152.687
27.6424,15.9286,3.05976,-1.85655,4.376,10.96,-2.04,1.336,3.887,-3.311,27.6424,21.0007,37.2156,-19.404,-10.49,24.445,34.701,27.6424,14.6837,-2.99826,-0.385,4.519,-3.911,1.967,27.6424,11.6558,-5.03767,27.6424,32.1425,55.0336,9.266,20.788,41.474,57.486,27.6424,-3.39015,-7.08621,-5.206,-0.126,-5.686,8.58,27.6424,2.99782,-7.83952,27.6424,31.6944,-44.3581,-50.7546,27.6424,-205.93,172.174,27.6424,-53.0799,-0.0521779,27.6424,55.6491,1.16498,27.6424,-217.343,-276.787,27.6424,105.096,-19.2504,27.6424,291.077,-21.6652,27.6424,-263.945,-254.246,462.515,27.6424,-543.665,-2109.83,27.6424,-1120,823.126,27.6424,669.752,-1506.34,27.6424,-2112.84,-3707.62,27.6424,-655.106,-135.241,27.6424,461.601,-130.145
27.6524,16.2197,2.60683,-2.33804,4.413,10.931,-2.77,0.704,,,27.6524,18.8933,38.8023,-18.518,-9.586,,,27.6524,14.0882,-2.95138,-1.414,3.544,,,27.6524,11.0792,-4.94446,27.6524,29.8367,52.0659,13.021,25.629,,,27.6524,-2.38477,-7.31281,-5.892,0.382,,,27.6524,4.41963,-7.94523,27.6524,26.6358,-45.0224,-44.4379,27.6524,-213.498,144.516,27.6524,-64.5187,9.29507,27.6524,60.5069,-20.6712,27.6524,-240.52,-315.039,27.6524,94.8618,-24.9971,27.6524,259.87,-50.4314,27.6524,-305.75,7.30247,599.424,27.6524,-210.073,-2283.66,27.6524,-799.549,739.024,27.6524,558.943,-1582.91,27.6524,-1341.74,-3296.72,27.6524,-856.039,8.0132,27.6524,-6.19125,-84.0329
27.6624,16.4613,2.15931,-2.7453,,,,,3.254,-4.106,27.6624,16.7307,40.106,,,26.036,36.086,27.6624,13.3933,-2.81236,,,-3.938,2.216,27.6624,10.4457,-4.62424,27.6624,27.3321,48.7328,,,35.322,52.392,27.6624,-1.49291,-7.58615,,,-4.524,8.726,27.6624,5.78517,-8.08262,27.6624,21.9728,-43.3322,-36.0945,27.6624,-216.687,116.254,27.6624,-72.7014,18.1416,27.6624,66.9773,-43.4228,27.6624,-256.401,-349.307,27.6624,82.741,-28.1757,27.6624,207.23,-103.272,27.6624,-316.852,255.135,719.331,27.6624,152.707,-2354.81,27.6624,-460.31,629.093,27.6624,465.791,-1581.03,27.6624,-492.306,-2785.7,27.6624,-1004.15,172.051,27.6624,-447.9,-20.1314
27.6724,16.6592,1.74018,-3.05993,4.296,10.798,-3.748,-0.126,,,27.6724,14.5596,41.1274,-17.038,-7.824,,,27.6724,12.6342,-2.58855,-2.745,2.351,,,27.6724,9.73964,-4.076,27.6724,24.7087,45.0798,17.68,31.466,,,27.6724,-0.729946,-7.87632,-6.338,1.654,,,27.6724,7.04724,-8.22869,27.6724,18.0225,-39.4287,-26.1624,27.6724,-215.068,88.7142,27.6724,-77.1533,25.9974,27.6724,74.7688,-65.4787,27.6724,-263.62,-378.379,27.6724,69.4473,-28.1029,27.6724,136.546,-134,27.6724,-302.981,476.761,813.408,27.6724,526.019,-2327.81,27.6724,-117.741,499.392,27.6724,381.409,-1498.68,27.6724,411.89,-2179.94,27.6724,-1095.54,342.912,27.6724,-850.872,54.1944
27.6824,16.8218,1.37074,-3.26855,,,,,2.47,-4.97,27.6824,12.4294,41.8802,,,27.255,36.971,27.6824,11.8502,-2.29241,,,-4.038,2.306,27.6824,8.95028,-3.31467,27.6824,22.0597,41.1652,,,28.631,46.389,27.6824,-0.103965,-8.14821,,,-4.18,7.832,27.6824,8.17154,-8.35809,27.6824,15.0006,-33.5092,-15.1869,27.6824,-208.494,63.106,27.6824,-77.6238,32.3718,27.6824,83.2817,-85.3365,27.6824,-261.001,-401.032,27.6824,55.6896,-24.4521,27.6824,57.7499,-103.114,27.6824,-271.737,661.027,874.699,27.6824,889.358,-2213.24,27.6824,212.109,357.72,27.6824,297.003,-1340.1,27.6824,1341.86,-1490.05,27.6824,-1130.18,504.774,27.6824,-1206.62,130.888
27.6924,16.9592,1.07,-3.36367,3.957,10.591,-4.795,-1.023,,,27.6924,10.3897,42.3895,-15.046,-5.152,,,27.6924,11.0817,-1.94111,-4.229,0.955,,,27.6924,8.07401,-2.36927,27.6924,19.4887,37.0592,23.329,38.281,,,27.6924,0.383845,-8.36537,-6.385,3.437,,,27.6924,9.13794,-8.44736,27.6924,13.0101,-25.8462,-3.76884,27.6924,-197.106,40.4446,27.6924,-74.1446,36.8618,27.6924,91.7174,-101.739,27.6924,-247.678,-416.108,27.6924,42.1241,-17.2915,27.6924,-4.78745,-34.3399,27.6924,-231.775,798.52,898.64,27.6924,1221.88,-2026.65,27.6924,513.337,213.298,27.6924,205.338,-1115.4,27.6924,2264.2,-731.818,27.6924,-1111.86,641.411,27.6924,-1510.49,202.15
27.7024,17.082,0.853817,-3.34393,3.609,10.381,-5.661,-1.797,,,27.7024,8.48723,42.6891,-12.425,-1.661,,,27.7024,10.3673,-1.55518,-5.346,-0.37,,,27.7024,7.11593,-1.27988,27.7024,17.1061,32.843,29.854,45.708,,,27.7024,0.738516,-8.49404,-6.181,4.969,,,27.7024,9.93927,-8.47889,27.7024,12.0378,-16.8054,7.48656,27.7024,-181.324,21.476,27.7024,-67.0267,39.2336,27.7024,99.1863,-113.771,27.7024,-223.209,-422.614,27.7024,29.3373,-7.07598,27.7024,-62.722,31.11,27.7024,-191.945,881.954,883.362,27.7024,1504.02,-1787,27.7024,771.034,76.2696,27.7024,101.812,-839.722,27.7024,3142.71,74.35,27.7024,-1047.74,737.793,27.7024,-1760.93,261.291
27.7124,17.1999,0.733891,-3.21394,,,,,1.651,-5.901,27.7124,6.76321,42.819,,,28.183,37.433,27.7124,9.7412,-1.15644,,,-4.162,2.238,27.7124,6.09028,-0.0938558,27.7124,15.0245,28.6069,,,21.588,39.73,27.7124,0.970592,-8.50688,,,-4.546,6.144,27.7124,10.5777,-8.4436,27.7124,11.9581,-6.85464,18.0127,27.7124,-161.802,6.62498,27.7124,-56.8035,39.4756,27.7124,104.804,-120.907,27.7124,-187.664,-419.82,27.7124,17.8525,5.39761,27.7124,-127.8,60.2539,27.7124,-160.447,906.516,829.758,27.7124,1719.12,-1515.07,27.7124,972.189,-42.9672,27.7124,-14.9616,-531.776,27.7124,3940.51,904.26,27.7124,-947.851,781.651,27.7124,-1958.43,303.367
27.7224,17.3211,0.716724,-2.98367,3.375,10.317,-6.27,-2.302,,,27.7224,5.25118,42.8216,-9.157,2.587,,,27.7224,9.23126,-0.765664,-5.999,-1.273,,,27.7224,5.01985,1.13825,27.7224,13.3528,24.4466,36.919,52.989,,,27.7224,1.09557,-8.38609,-6.456,5.662,,,27.7224,11.0591,-8.34194,27.7224,12.5463,3.44116,27.317,27.7224,-139.393,-4.02508,27.7224,-44.1541,37.8056,27.7224,107.777,-123.031,27.7224,-141.709,-407.339,27.7224,8.13174,19.0598,27.7224,-165.522,65.0639,27.7224,-144.064,870.178,741.331,27.7224,1854.9,-1231.69,27.7224,1106.57,-134.547,27.7224,-143.117,-212.24,27.7224,4622.45,1731.15,27.7224,-824.263,764.827,27.7224,-2104.36,325.497
